case_id,family,paraphrase,invalid,arm,status,accepted,issue_identified,abstained,seconds,finding_rule_ids,finding_severities
changed_result-0,changed_result,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.10306659998605028,BFA-001c,HIGH_IMPACT
changed_result-0,changed_result,0,True,bionexus_full_fitstatus_synonym,BLOCKER_DETECTED,False,True,False,0.10524880001321435,"BFA-001c,BFA-013a","HIGH_IMPACT,BLOCKER"
changed_result-1,changed_result,1,True,accept_all,ACCEPT,True,False,False,3.3999676816165447e-06,,
changed_result-1,changed_result,1,True,reject_all,REJECT,False,True,False,8.00006091594696e-07,,
changed_result-1,changed_result,1,True,deterministic_checklist,ACCEPT,True,False,False,0.005363099975511432,,
changed_result-1,changed_result,1,True,bionexus_full,BLOCKER_DETECTED,False,True,False,0.10198330000275746,"BFA-001c,BFA-013a","HIGH_IMPACT,BLOCKER"
changed_result-1,changed_result,1,True,without_claim_text,BLOCKER_DETECTED,False,True,False,0.012626399984583259,"BFA-001c,BFA-013a","HIGH_IMPACT,BLOCKER"
changed_result-1,changed_result,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.10299719998147339,BFA-001c,HIGH_IMPACT
changed_result-1,changed_result,1,True,bionexus_full_fitstatus_synonym,BLOCKER_DETECTED,False,True,False,0.1065258999587968,"BFA-001c,BFA-013a","HIGH_IMPACT,BLOCKER"
changed_result-2,changed_result,2,True,accept_all,ACCEPT,True,False,False,7.199996616691351e-06,,
changed_result-2,changed_result,2,True,reject_all,REJECT,False,True,False,1.00000761449337e-06,,
changed_result-2,changed_result,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0018071000231429935,,
changed_result-2,changed_result,2,True,bionexus_full,BLOCKER_DETECTED,False,True,False,0.1041931000072509,"BFA-001c,BFA-013a","HIGH_IMPACT,BLOCKER"
changed_result-2,changed_result,2,True,without_claim_text,BLOCKER_DETECTED,False,True,False,0.011361100012436509,"BFA-001c,BFA-013a","HIGH_IMPACT,BLOCKER"
changed_result-2,changed_result,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.10184140002820641,BFA-001c,HIGH_IMPACT
changed_result-2,changed_result,2,True,bionexus_full_fitstatus_synonym,BLOCKER_DETECTED,False,True,False,0.11243069998454303,"BFA-001c,BFA-013a","HIGH_IMPACT,BLOCKER"
clinical_overclaim-0,clinical_overclaim,0,True,accept_all,ACCEPT,True,False,False,2.600019797682762e-06,,
clinical_overclaim-0,clinical_overclaim,0,True,reject_all,REJECT,False,True,False,8.00006091594696e-07,,
clinical_overclaim-0,clinical_overclaim,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0010438999743200839,,
clinical_overclaim-0,clinical_overclaim,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.10584569995990023,"BFA-001c,BFA-008","HIGH_IMPACT,HIGH_IMPACT"
clinical_overclaim-0,clinical_overclaim,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.020630499988328665,BFA-001c,HIGH_IMPACT
clinical_overclaim-0,clinical_overclaim,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.11034080001991242,"BFA-001c,BFA-008","HIGH_IMPACT,HIGH_IMPACT"
clinical_overclaim-0,clinical_overclaim,0,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.19049029995221645,"BFA-001c,BFA-008","HIGH_IMPACT,HIGH_IMPACT"
clinical_overclaim-1,clinical_overclaim,1,True,accept_all,ACCEPT,True,False,False,3.89997148886323e-06,,
clinical_overclaim-1,clinical_overclaim,1,True,reject_all,REJECT,False,True,False,1.00000761449337e-06,,
clinical_overclaim-1,clinical_overclaim,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0015810999902896583,,
clinical_overclaim-1,clinical_overclaim,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.19814640004187822,"BFA-001c,BFA-008","HIGH_IMPACT,HIGH_IMPACT"
clinical_overclaim-1,clinical_overclaim,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.013819699990563095,BFA-001c,HIGH_IMPACT
clinical_overclaim-1,clinical_overclaim,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.19937550002941862,"BFA-001c,BFA-008","HIGH_IMPACT,HIGH_IMPACT"
clinical_overclaim-1,clinical_overclaim,1,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.2553459999617189,"BFA-001c,BFA-008","HIGH_IMPACT,HIGH_IMPACT"
clinical_overclaim-2,clinical_overclaim,2,True,accept_all,ACCEPT,True,False,False,2.0999577827751637e-06,,
clinical_overclaim-2,clinical_overclaim,2,True,reject_all,REJECT,False,True,False,7.00005330145359e-07,,
clinical_overclaim-2,clinical_overclaim,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0008385999826714396,,
clinical_overclaim-2,clinical_overclaim,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.1242107999860309,"BFA-001c,BFA-008","HIGH_IMPACT,HIGH_IMPACT"
clinical_overclaim-2,clinical_overclaim,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.015352800022810698,BFA-001c,HIGH_IMPACT
clinical_overclaim-2,clinical_overclaim,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.10671260004164651,"BFA-001c,BFA-008","HIGH_IMPACT,HIGH_IMPACT"
clinical_overclaim-2,clinical_overclaim,2,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.12884000001940876,"BFA-001c,BFA-008","HIGH_IMPACT,HIGH_IMPACT"
failed_fit-0,failed_fit,0,True,accept_all,ACCEPT,True,False,False,2.300017513334751e-06,,
failed_fit-0,failed_fit,0,True,reject_all,REJECT,False,True,False,8.00006091594696e-07,,
failed_fit-0,failed_fit,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0011873000185005367,,
failed_fit-0,failed_fit,0,True,bionexus_full,BLOCKER_DETECTED,False,True,False,0.12010689999442548,"BFA-001c,BFA-013b","HIGH_IMPACT,BLOCKER"
failed_fit-0,failed_fit,0,True,without_claim_text,BLOCKER_DETECTED,False,True,False,0.014047599979676306,"BFA-001c,BFA-013b","HIGH_IMPACT,BLOCKER"
failed_fit-0,failed_fit,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.11173699999926612,BFA-001c,HIGH_IMPACT
failed_fit-0,failed_fit,0,True,bionexus_full_fitstatus_synonym,BLOCKER_DETECTED,False,True,False,0.11046039999928325,"BFA-001c,BFA-013b","HIGH_IMPACT,BLOCKER"
failed_fit-1,failed_fit,1,True,accept_all,ACCEPT,True,False,False,3.0999653972685337e-06,,
failed_fit-1,failed_fit,1,True,reject_all,REJECT,False,True,False,7.00005330145359e-07,,
failed_fit-1,failed_fit,1,True,deterministic_checklist,ACCEPT,True,False,False,0.003698500047903508,,
failed_fit-1,failed_fit,1,True,bionexus_full,BLOCKER_DETECTED,False,True,False,0.11307510000187904,"BFA-001c,BFA-013b","HIGH_IMPACT,BLOCKER"
failed_fit-1,failed_fit,1,True,without_claim_text,BLOCKER_DETECTED,False,True,False,0.017733999993652105,"BFA-001c,BFA-013b","HIGH_IMPACT,BLOCKER"
failed_fit-1,failed_fit,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.10428699996555224,BFA-001c,HIGH_IMPACT
failed_fit-1,failed_fit,1,True,bionexus_full_fitstatus_synonym,BLOCKER_DETECTED,False,True,False,0.11059290001867339,"BFA-001c,BFA-013b","HIGH_IMPACT,BLOCKER"
failed_fit-2,failed_fit,2,True,accept_all,ACCEPT,True,False,False,3.00002284348011e-06,,
failed_fit-2,failed_fit,2,True,reject_all,REJECT,False,True,False,8.999486453831196e-07,,
failed_fit-2,failed_fit,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0013342000311240554,,
failed_fit-2,failed_fit,2,True,bionexus_full,BLOCKER_DETECTED,False,True,False,0.10951430001296103,"BFA-001c,BFA-013b","HIGH_IMPACT,BLOCKER"
failed_fit-2,failed_fit,2,True,without_claim_text,BLOCKER_DETECTED,False,True,False,0.01574959995923564,"BFA-001c,BFA-013b","HIGH_IMPACT,BLOCKER"
failed_fit-2,failed_fit,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.10191490000579506,BFA-001c,HIGH_IMPACT
failed_fit-2,failed_fit,2,True,bionexus_full_fitstatus_synonym,BLOCKER_DETECTED,False,True,False,0.10521769995102659,"BFA-001c,BFA-013b","HIGH_IMPACT,BLOCKER"
false_global_null-0,false_global_null,0,True,accept_all,ACCEPT,True,False,False,3.6999699659645557e-06,,
false_global_null-0,false_global_null,0,True,reject_all,REJECT,False,True,False,7.00005330145359e-07,,
false_global_null-0,false_global_null,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0013427999801933765,,
false_global_null-0,false_global_null,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.01567069999873638,"BFA-001c,BFA-015c","HIGH_IMPACT,HIGH_IMPACT"
false_global_null-0,false_global_null,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.012799999967683107,BFA-001c,HIGH_IMPACT
false_global_null-0,false_global_null,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008542800031136721,"BFA-001c,BFA-015c","HIGH_IMPACT,HIGH_IMPACT"
false_global_null-0,false_global_null,0,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.014328500023111701,"BFA-001c,BFA-015c","HIGH_IMPACT,HIGH_IMPACT"
false_global_null-1,false_global_null,1,True,accept_all,ACCEPT,True,False,False,2.5999615900218487e-06,,
false_global_null-1,false_global_null,1,True,reject_all,REJECT,False,True,False,7.00005330145359e-07,,
false_global_null-1,false_global_null,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0008865999989211559,,
false_global_null-1,false_global_null,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.0255281999707222,BFA-001c,HIGH_IMPACT
false_global_null-1,false_global_null,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.014561699994374067,BFA-001c,HIGH_IMPACT
false_global_null-1,false_global_null,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.006736700015608221,BFA-001c,HIGH_IMPACT
false_global_null-1,false_global_null,1,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.01530640001874417,BFA-001c,HIGH_IMPACT
false_global_null-2,false_global_null,2,True,accept_all,ACCEPT,True,False,False,2.300017513334751e-06,,
false_global_null-2,false_global_null,2,True,reject_all,REJECT,False,True,False,9.00006853044033e-07,,
false_global_null-2,false_global_null,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0010576999629847705,,
false_global_null-2,false_global_null,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.01608139998279512,"BFA-001c,BFA-015c","HIGH_IMPACT,HIGH_IMPACT"
false_global_null-2,false_global_null,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.012606100004632026,BFA-001c,HIGH_IMPACT
false_global_null-2,false_global_null,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007552900002337992,"BFA-001c,BFA-015c","HIGH_IMPACT,HIGH_IMPACT"
false_global_null-2,false_global_null,2,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.01444269996136427,"BFA-001c,BFA-015c","HIGH_IMPACT,HIGH_IMPACT"
false_negative-0,false_negative,0,True,accept_all,ACCEPT,True,False,False,2.1999585442245007e-06,,
false_negative-0,false_negative,0,True,reject_all,REJECT,False,True,False,8.00006091594696e-07,,
false_negative-0,false_negative,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0011066999868489802,,
false_negative-0,false_negative,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.10520260001067072,"BFA-001c,BFA-015b","HIGH_IMPACT,HIGH_IMPACT"
false_negative-0,false_negative,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.016775199968833476,BFA-001c,HIGH_IMPACT
false_negative-0,false_negative,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.1012029999983497,"BFA-001c,BFA-015b","HIGH_IMPACT,HIGH_IMPACT"
false_negative-0,false_negative,0,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.10816669999621809,"BFA-001c,BFA-015b","HIGH_IMPACT,HIGH_IMPACT"
false_negative-1,false_negative,1,True,accept_all,ACCEPT,True,False,False,2.00001522898674e-06,,
false_negative-1,false_negative,1,True,reject_all,REJECT,False,True,False,9.00006853044033e-07,,
false_negative-1,false_negative,1,True,deterministic_checklist,ACCEPT,True,False,False,0.000992199988104403,,
false_negative-1,false_negative,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.19822489999933168,"BFA-001c,BFA-015b","HIGH_IMPACT,HIGH_IMPACT"
false_negative-1,false_negative,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.013668200001120567,BFA-001c,HIGH_IMPACT
false_negative-1,false_negative,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.18350090004969388,"BFA-001c,BFA-015b","HIGH_IMPACT,HIGH_IMPACT"
false_negative-1,false_negative,1,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.1936563000199385,"BFA-001c,BFA-015b","HIGH_IMPACT,HIGH_IMPACT"
false_negative-2,false_negative,2,True,accept_all,ACCEPT,True,False,False,2.600019797682762e-06,,
false_negative-2,false_negative,2,True,reject_all,REJECT,False,True,False,7.00005330145359e-07,,
false_negative-2,false_negative,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0011104000150226057,,
false_negative-2,false_negative,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.11378150002565235,"BFA-001c,BFA-015b","HIGH_IMPACT,HIGH_IMPACT"
false_negative-2,false_negative,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.014682999986689538,BFA-001c,HIGH_IMPACT
false_negative-2,false_negative,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.10313609999138862,"BFA-001c,BFA-015b","HIGH_IMPACT,HIGH_IMPACT"
false_negative-2,false_negative,2,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.12516120000509545,"BFA-001c,BFA-015b","HIGH_IMPACT,HIGH_IMPACT"
false_significance-0,false_significance,0,True,accept_all,ACCEPT,True,False,False,3.300025127828121e-06,,
false_significance-0,false_significance,0,True,reject_all,REJECT,False,True,False,9.00006853044033e-07,,
false_significance-0,false_significance,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0014344000373966992,,
false_significance-0,false_significance,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.10811689996626228,"BFA-001c,BFA-015a","HIGH_IMPACT,HIGH_IMPACT"
false_significance-0,false_significance,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.012625699979253113,BFA-001c,HIGH_IMPACT
false_significance-0,false_significance,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.100750700046774,"BFA-001c,BFA-015a","HIGH_IMPACT,HIGH_IMPACT"
false_significance-0,false_significance,0,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.1055597000522539,"BFA-001c,BFA-015a","HIGH_IMPACT,HIGH_IMPACT"
false_significance-1,false_significance,1,True,accept_all,ACCEPT,True,False,False,2.500019036233425e-06,,
false_significance-1,false_significance,1,True,reject_all,REJECT,False,True,False,7.00005330145359e-07,,
false_significance-1,false_significance,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0009193000150844455,,
false_significance-1,false_significance,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.19956610002554953,"BFA-001c,BFA-015a","HIGH_IMPACT,HIGH_IMPACT"
false_significance-1,false_significance,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.013449800026137382,BFA-001c,HIGH_IMPACT
false_significance-1,false_significance,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.18289850000292063,"BFA-001c,BFA-015a","HIGH_IMPACT,HIGH_IMPACT"
false_significance-1,false_significance,1,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.19552609999664128,"BFA-001c,BFA-015a","HIGH_IMPACT,HIGH_IMPACT"
false_significance-2,false_significance,2,True,accept_all,ACCEPT,True,False,False,2.600019797682762e-06,,
false_significance-2,false_significance,2,True,reject_all,REJECT,False,True,False,9.00006853044033e-07,,
false_significance-2,false_significance,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0009538999875076115,,
false_significance-2,false_significance,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.10240169998724014,"BFA-001c,BFA-015a","HIGH_IMPACT,HIGH_IMPACT"
false_significance-2,false_significance,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.016311399987898767,BFA-001c,HIGH_IMPACT
false_significance-2,false_significance,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.10090740001760423,"BFA-001c,BFA-015a","HIGH_IMPACT,HIGH_IMPACT"
false_significance-2,false_significance,2,True,bionexus_full_fitstatus_synonym,NEEDS_REVISION,False,True,False,0.10724019998451695,"BFA-001c,BFA-015a","HIGH_IMPACT,HIGH_IMPACT"
invalid_probability-0,invalid_probability,0,True,accept_all,ACCEPT,True,False,False,2.900022082030773e-06,,
invalid_probability-0,invalid_probability,0,True,reject_all,REJECT,False,True,False,1.500011421740055e-06,,
invalid_probability-0,invalid_probability,0,True,deterministic_checklist,REJECT,False,True,False,0.0011680999887175858,,
invalid_probability-0,invalid_probability,0,True,bionexus_full,BLOCKER_DETECTED,False,True,False,0.10898790002102032,"BFA-003c,BFA-001c,BFA-013a","HIGH_IMPACT,HIGH_IMPACT,BLOCKER"
invalid_probability-0,invalid_probability,0,True,without_claim_text,BLOCKER_DETECTED,False,True,False,0.014197500015143305,"BFA-003c,BFA-001c,BFA-013a","HIGH_IMPACT,HIGH_IMPACT,BLOCKER"
invalid_probability-0,invalid_probability,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.09581099997740239,"BFA-003c,BFA-001c","HIGH_IMPACT,HIGH_IMPACT"
invalid_probability-0,invalid_probability,0,True,bionexus_full_fitstatus_synonym,BLOCKER_DETECTED,False,True,False,0.10054740001214668,"BFA-003c,BFA-001c,BFA-013a","HIGH_IMPACT,HIGH_IMPACT,BLOCKER"
invalid_probability-1,invalid_probability,1,True,accept_all,ACCEPT,True,False,False,2.300017513334751e-06,,
invalid_probability-1,invalid_probability,1,True,reject_all,REJECT,False,True,False,8.00006091594696e-07,,
invalid_probability-1,invalid_probability,1,True,deterministic_checklist,REJECT,False,True,False,0.0009934999980032444,,
invalid_probability-1,invalid_probability,1,True,bionexus_full,BLOCKER_DETECTED,False,True,False,0.19579979998525232,"BFA-003c,BFA-001c,BFA-013a","HIGH_IMPACT,HIGH_IMPACT,BLOCKER"
invalid_probability-1,invalid_probability,1,True,without_claim_text,BLOCKER_DETECTED,False,True,False,0.012219499971251935,"BFA-003c,BFA-001c,BFA-013a","HIGH_IMPACT,HIGH_IMPACT,BLOCKER"
invalid_probability-1,invalid_probability,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.18945629999507219,"BFA-003c,BFA-001c","HIGH_IMPACT,HIGH_IMPACT"
invalid_probability-1,invalid_probability,1,True,bionexus_full_fitstatus_synonym,BLOCKER_DETECTED,False,True,False,0.19416989997262135,"BFA-003c,BFA-001c,BFA-013a","HIGH_IMPACT,HIGH_IMPACT,BLOCKER"
invalid_probability-2,invalid_probability,2,True,accept_all,ACCEPT,True,False,False,1.700012944638729e-06,,
invalid_probability-2,invalid_probability,2,True,reject_all,REJECT,False,True,False,8.00006091594696e-07,,
invalid_probability-2,invalid_probability,2,True,deterministic_checklist,REJECT,False,True,False,0.0009345000144094229,,
invalid_probability-2,invalid_probability,2,True,bionexus_full,BLOCKER_DETECTED,False,True,False,0.10744809999596328,"BFA-003c,BFA-001c,BFA-013a","HIGH_IMPACT,HIGH_IMPACT,BLOCKER"
invalid_probability-2,invalid_probability,2,True,without_claim_text,BLOCKER_DETECTED,False,True,False,0.01437009999062866,"BFA-003c,BFA-001c,BFA-013a","HIGH_IMPACT,HIGH_IMPACT,BLOCKER"
invalid_probability-2,invalid_probability,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.1049883000086993,"BFA-003c,BFA-001c","HIGH_IMPACT,HIGH_IMPACT"
invalid_probability-2,invalid_probability,2,True,bionexus_full_fitstatus_synonym,BLOCKER_DETECTED,False,True,False,0.10504310001851991,"BFA-003c,BFA-001c,BFA-013a","HIGH_IMPACT,HIGH_IMPACT,BLOCKER"
missing_fdr-0,missing_fdr,0,True,accept_all,ACCEPT,True,False,False,3.999972250312567e-06,,
missing_fdr-0,missing_fdr,0,True,reject_all,REJECT,False,True,False,9.00006853044033e-07,,
missing_fdr-0,missing_fdr,0,True,deterministic_checklist,REJECT,False,True,False,0.0007954000029712915,,
missing_fdr-0,missing_fdr,0,True,bionexus_full,BLOCKER_DETECTED,False,True,False,0.10701430001063272,"BFA-003,BFA-001c,BFA-013a","HIGH_IMPACT,HIGH_IMPACT,BLOCKER"
