case_id,family,paraphrase,developer_label,claim,rc8_status,rc8_accepted,rc8_binding_status,rc8_rule_ids,candidate_status,candidate_accepted,candidate_binding_status,candidate_rule_ids,root_cause,compatibility_or_control_action,expected_mechanism,mechanism_match,case_definition_sha256,receipt_sha256,metadata_sha256,result_sha256
clinical_overclaim-1,clinical_overclaim,1,INVALID,"For this completed analysis, iL1RN is a clinically validated diagnostic biomarker with proven clinical efficacy.",NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-008",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-008",DE evidence is promoted to a clinical efficacy claim.,Fail closed through BFA-008.,BFA-008,True,3e1dca7bbbf04625ad0168046ef0b4c4651251d12f77c2311d9ab4a170ba9498,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
clinical_overclaim-2,clinical_overclaim,2,INVALID,Our reported conclusion is: IL1RN is a clinically validated diagnostic biomarker with proven clinical efficacy.,NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-008",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-008",DE evidence is promoted to a clinical efficacy claim.,Fail closed through BFA-008.,BFA-008,True,6c00b1a0219ff0c0daef472c2550a34977be48482ff8b984258009a8644910f8,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
failed_fit-0,failed_fit,0,INVALID,The recorded model fit completed successfully.,BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013b",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013b",The receipt records a failed model fit.,Fail closed through BFA-013b.,BFA-013b,True,241abe30dd05f1b8033c2a5595824a5928ae6212063acc011aeb9cb4515ec951,cf68a67bdd802a7e3dcaf4eae73a1808bfec208af650d8a026a9ddd8f4c74549,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
failed_fit-1,failed_fit,1,INVALID,"For this completed analysis, the recorded model fit completed successfully.",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013b",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013b",The receipt records a failed model fit.,Fail closed through BFA-013b.,BFA-013b,True,9dba3b25e7e053ea180f01d8dd035c2cb1e002590c6f36670e7789b7b05d617e,cf68a67bdd802a7e3dcaf4eae73a1808bfec208af650d8a026a9ddd8f4c74549,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
failed_fit-2,failed_fit,2,INVALID,Our reported conclusion is: The recorded model fit completed successfully.,BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013b",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-001c,BFA-013b",The receipt records a failed model fit.,Fail closed through BFA-013b.,BFA-013b,True,eed2559bf4ceb7a06d998f9fb75e9373781c1afc53ce818bd9b119baefe5eb10,cf68a67bdd802a7e3dcaf4eae73a1808bfec208af650d8a026a9ddd8f4c74549,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
false_global_null-0,false_global_null,0,INVALID,No genes were significant after FDR correction in the supplied result.,NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-015c",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015c",The claim says no genes are significant although the table contains significant genes.,Fail closed through BFA-015c.,BFA-015c,True,70fa23bfabf8c7398e91c9e764b9ad301f0ab43716a67ead5a6e9983f6605bf9,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
false_global_null-1,false_global_null,1,INVALID,"For this completed analysis, no genes were significant after FDR correction in the supplied result.",NEEDS_REVISION,False,ISSUE_FOUND,BFA-001c,NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015c",The claim says no genes are significant although the table contains significant genes.,Fail closed through BFA-015c.,BFA-015c,True,d1c2db8c998c7ffd5b4289afda7ef11062471c0ea9a9ced827ffca7df8343ac1,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
false_global_null-2,false_global_null,2,INVALID,Our reported conclusion is: No genes were significant after FDR correction in the supplied result.,NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-015c",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015c",The claim says no genes are significant although the table contains significant genes.,Fail closed through BFA-015c.,BFA-015c,True,e29e2c76fe30d0d5d223e3714c9fdf0b6ee9047da4e8fdad7a5012cd10849d8e,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
false_negative-0,false_negative,0,INVALID,IL1RN was not significant after FDR correction in the supplied result.,NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-015b",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015b",A gene-level nonsignificance claim conflicts with the table.,Fail closed through BFA-015b.,BFA-015b,True,255d6cd469c9829633df84445fc0a771769750ae1e6ee9a46d01b52978189247,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
false_negative-1,false_negative,1,INVALID,"For this completed analysis, iL1RN was not significant after FDR correction in the supplied result.",NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-015b",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015b",A gene-level nonsignificance claim conflicts with the table.,Fail closed through BFA-015b.,BFA-015b,True,64b341772c61b829c6cddafc8a13c59808e2782eed160970ef725ddb9b44e520,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
false_negative-2,false_negative,2,INVALID,Our reported conclusion is: IL1RN was not significant after FDR correction in the supplied result.,NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-015b",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015b",A gene-level nonsignificance claim conflicts with the table.,Fail closed through BFA-015b.,BFA-015b,True,3c68153f68477a08a0ff49c5478a2612a6fa6a65596268295383e47c83c28362,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
false_significance-0,false_significance,0,INVALID,ABCC1 is significant after FDR correction in the supplied result.,NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-015a",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015a",A significance claim conflicts with the adjusted p value.,Fail closed through BFA-015a.,BFA-015a,True,e404e5b8cbc517a77150c1cd0d1ffc5319c187a532380dcd0a9273fe62f318b6,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
false_significance-1,false_significance,1,INVALID,"For this completed analysis, aBCC1 is significant after FDR correction in the supplied result.",NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-015a",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015a",A significance claim conflicts with the adjusted p value.,Fail closed through BFA-015a.,BFA-015a,True,b6e3ba3759de5c6d59761fee960cef2cb94c1c05b7775660f8762394570b9319,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
false_significance-2,false_significance,2,INVALID,Our reported conclusion is: ABCC1 is significant after FDR correction in the supplied result.,NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-015a",NEEDS_REVISION,False,ASSESSED,"BFA-001c,BFA-015a",A significance claim conflicts with the adjusted p value.,Fail closed through BFA-015a.,BFA-015a,True,c6a470a7b21fbfd16d8546c572f7e31238c22b1c9ee58419f97aea1aca313ac2,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
invalid_probability-0,invalid_probability,0,INVALID,IL1RN is significant after FDR correction in the supplied result.,BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003c,BFA-001c,BFA-013a",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003c,BFA-001c,BFA-013a",The result contains invalid probability values and changed bytes.,Fail closed through BFA-003c.,BFA-003c,True,504cc367a33bc318a0a6b66b7faf6810bf9d4e380018d236b212fb2ff05bfc0d,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,8863eedc6c51375b3a7af5c859f1186aa5a90f17dc8b28a3ad9399495cf17d4d
invalid_probability-1,invalid_probability,1,INVALID,"For this completed analysis, iL1RN is significant after FDR correction in the supplied result.",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003c,BFA-001c,BFA-013a",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003c,BFA-001c,BFA-013a",The result contains invalid probability values and changed bytes.,Fail closed through BFA-003c.,BFA-003c,True,a63b735dee5baefe344e48ac9356ee7a75ff01bc77fe8922bdf724f84124778d,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,8863eedc6c51375b3a7af5c859f1186aa5a90f17dc8b28a3ad9399495cf17d4d
invalid_probability-2,invalid_probability,2,INVALID,Our reported conclusion is: IL1RN is significant after FDR correction in the supplied result.,BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003c,BFA-001c,BFA-013a",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003c,BFA-001c,BFA-013a",The result contains invalid probability values and changed bytes.,Fail closed through BFA-003c.,BFA-003c,True,68d9547286431167d191d1c5b77846b9b46383e3de1906e472f9d252b60297e2,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,8863eedc6c51375b3a7af5c859f1186aa5a90f17dc8b28a3ad9399495cf17d4d
missing_fdr-0,missing_fdr,0,INVALID,IL1RN is significant after FDR correction in the supplied result.,BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003,BFA-001c,BFA-013a",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003,BFA-001c,BFA-013a",The result lacks an adjusted-p/FDR field and changed bytes.,Fail closed through BFA-003.,BFA-003,True,cdd9a816de03e9e2fba82c5d8bf3d61500f86bc44d4dd88a6cff4ad6ae2a0591,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,ded8aca3489954d5888e23961f4ed4b3f7c4046c191681501df5e6e1eddc50d3
missing_fdr-1,missing_fdr,1,INVALID,"For this completed analysis, iL1RN is significant after FDR correction in the supplied result.",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003,BFA-001c,BFA-013a",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003,BFA-001c,BFA-013a",The result lacks an adjusted-p/FDR field and changed bytes.,Fail closed through BFA-003.,BFA-003,True,657362b238276ade4ad9373d90110f8b3fa7cc2ffebf7efc67fea462cdf7eadd,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,ded8aca3489954d5888e23961f4ed4b3f7c4046c191681501df5e6e1eddc50d3
missing_fdr-2,missing_fdr,2,INVALID,Our reported conclusion is: IL1RN is significant after FDR correction in the supplied result.,BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003,BFA-001c,BFA-013a",BLOCKER_DETECTED,False,ISSUE_FOUND,"BFA-003,BFA-001c,BFA-013a",The result lacks an adjusted-p/FDR field and changed bytes.,Fail closed through BFA-003.,BFA-003,True,f56ca4036ff1e1f8ae91b85b51d333d45628a25450b2f0217f491699b6eba202,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,ded8aca3489954d5888e23961f4ed4b3f7c4046c191681501df5e6e1eddc50d3
missing_receipt-0,missing_receipt,0,INVALID,The supplied execution evidence verifies a completed donor-level fit for this table.,NEEDS_REVISION,False,MISSING_EVIDENCE,BFA-001c,NEEDS_REVISION,False,MISSING_EVIDENCE,BFA-001c,"No execution receipt binds the statistical unit, design, fit, and result.",Fail closed through analysis_execution_binding=MISSING_EVIDENCE.,analysis_execution_binding=MISSING_EVIDENCE,True,ae95541d8826eceaa6d44feaf553a4d6a74ff8812eec35842f60c917d1bf3222,abdfbffecbe18ed94df9829819e596ee285b52a94aa108514452a9121721c789,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
missing_receipt-1,missing_receipt,1,INVALID,"For this completed analysis, the supplied execution evidence verifies a completed donor-level fit for this table.",NEEDS_REVISION,False,MISSING_EVIDENCE,BFA-001c,NEEDS_REVISION,False,MISSING_EVIDENCE,BFA-001c,"No execution receipt binds the statistical unit, design, fit, and result.",Fail closed through analysis_execution_binding=MISSING_EVIDENCE.,analysis_execution_binding=MISSING_EVIDENCE,True,7744467bc8aa6cda50c811f8a6bfafd92f28c7743c3bb3d02973c8f2ee8e7772,abdfbffecbe18ed94df9829819e596ee285b52a94aa108514452a9121721c789,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
missing_receipt-2,missing_receipt,2,INVALID,Our reported conclusion is: The supplied execution evidence verifies a completed donor-level fit for this table.,NEEDS_REVISION,False,MISSING_EVIDENCE,BFA-001c,NEEDS_REVISION,False,MISSING_EVIDENCE,BFA-001c,"No execution receipt binds the statistical unit, design, fit, and result.",Fail closed through analysis_execution_binding=MISSING_EVIDENCE.,analysis_execution_binding=MISSING_EVIDENCE,True,2d5620d1e8da0032d081378f17e5593ef120c9b2e499798f16e57590519d2fe1,abdfbffecbe18ed94df9829819e596ee285b52a94aa108514452a9121721c789,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
valid_limited-0,valid_limited,0,VALID,These differential-expression results do not establish causality or clinical efficacy.,NEEDS_REVISION,False,ISSUE_FOUND,BFA-001c,ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent. The reporting-prefix parser also preserves the scoped limitation.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,3f2a2d4dda1cb0860a385a49dba3e7e1ad2ac38d7d768fb4f76f71b9d8233e74,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
valid_limited-1,valid_limited,1,VALID,"For this completed analysis, these differential-expression results do not establish causality or clinical efficacy.",NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-008",ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent. The reporting-prefix parser also preserves the scoped limitation.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,eaf50a3961812e71bb6f8757600592709b5b55f843652f6cc41ceaacc7397de9,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
valid_limited-2,valid_limited,2,VALID,Our reported conclusion is: These differential-expression results do not establish causality or clinical efficacy.,NEEDS_REVISION,False,ISSUE_FOUND,"BFA-001c,BFA-008",ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent. The reporting-prefix parser also preserves the scoped limitation.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,35fee944b5aa4bf91828c598bd57cfb6082c36c12bdc92b073b555e9fb930f03,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
valid_negative-0,valid_negative,0,VALID,ABCC1 was not significant after FDR correction in the supplied result.,NEEDS_REVISION,False,ISSUE_FOUND,BFA-001c,ROBUST_PASS,True,ASSESSED,BFA-001c,rc.8 treated fit_status=COMPLETE as unconfirmed and could not use the receipt's hash-bound original metadata when donor_ids was absent.,Accept the documented COMPLETE synonym; derive donor identity only from an original metadata file whose SHA-256 exactly matches the receipt.,valid_without_high_or_blocker,True,3547d511640330551b37268b82753f9658ea7c78b86e058184b4d79d1b454af5,b2fc1075a72132d37ee5a7a852370d39f9e2a3ddff5835b91134f0a5d4e99662,dfbababc9b6f1ee0c435bcdcc4037ec9dcb73ae95aca6a9758de81073c85226e,b4876ba88e366e333e48ed80f4d20541dcbee7dc88b054ab56d2f288a52eb136
